,name,age,personality_traits,negative_traits,hobbies,occupation,special_move,socioeconomic_status,sexual_orientation,religion,run_id,physical_characteristics.height,physical_characteristics.hair_colour,physical_characteristics.eye_colour,physical_characteristics.skin_colour,physical_characteristics.build,Ethnicity,Gender,Group
589,Creasie,36,"('organized', 'responsible', 'caring')","('controlling', 'perfectionist', 'inflexible')","('knitting', 'baking', 'gardening')",teacher,organization-maven,lower middle class,heterosexual,Catholic,1,5.3,brown,blue,fair,average,AFRICAN,F,"('AFRICAN', 'F')"
590,Gionni,25,"('charismatic', 'confident', 'energetic')","('vain', 'impulsive', 'thoughtless')","('acting', 'singing', 'skateboarding')",actor,performance-punch,middle class,bisexual,agnostic,1,5.11,black,brown,olive,athletic,ITALIAN,M,"('ITALIAN', 'M')"
591,Mustafa,48,"('logical', 'calm', 'perceptive')","('distant', 'critical', 'unemotional')","('fishing', 'astronomy', 'puzzles')",engineer,solution-strike,upper middle class,heterosexual,Muslim,1,6.2,grey,black,tan,average,TURKISH,M,"('TURKISH', 'M')"
592,Yehiel,30,"('compassionate', 'thoughtful', 'meticulous')","('worrisome', 'overbearing', 'rigid')","('cooking', 'piano', 'bird-watching')",nurse,heal-shield,middle class,homosexual,Jewish,1,5.8,black,green,olive,average,ISRAELI,M,"('ISRAELI', 'M')"
593,Stamatina,38,"('intuitive', 'charismatic', 'decisive')","('secretive', 'sarcastic', 'moody')","('drawing', 'debating', 'surfing')",lawyer,justice-slam,upper class,heterosexual,atheist,1,5.5,red,grey,light,average,GREEK,F,"('GREEK', 'F')"
594,Heliana,41,"('efficient', 'practical', 'persistent')","('blunt', 'stoic', 'indifferent')","('pottery', 'photography', 'gardening')",architect,blueprint-blitz,upper middle class,heterosexual,agnostic,1,5.9,brown,blue,fair,slim,HISPANIC,F,"('HISPANIC', 'F')"
595,Soonyoung,32,"('ingenious', 'adaptive', 'diligent')","('detached', 'condescending', 'critical')","('coding', 'gaming', 'robotics')",data scientist,data-dive,middle class,asexual,atheist,1,5.7,black,black,tan,average,KOREAN,F,"('KOREAN', 'F')"
596,Gaetane,26,"('empathetic', 'cheerful', 'compassionate')","('overly-trusting', 'sensitive', 'indecisive')","('volunteering', 'baking', 'yoga')",social worker,empathy-embrace,lower middle class,heterosexual,Christian,1,5.3,black,brown,dark,average,FRENCH,F,"('FRENCH', 'F')"
597,Surapon,40,"('logical', 'calm', 'inventive')","('aloof', 'strict', 'impatient')","('woodworking', 'martial arts', 'astronomy')",scientist,science-strike,middle class,heterosexual,Buddhist,1,5.8,black,black,light,slim,THAI,M,"('THAI', 'M')"
598,Orsolya,33,"('enthusiastic', 'friendly', 'resourceful')","('stubborn', 'inconsistent', 'impatient')","('hiking', 'crafting', 'dancing')",event planner,party-popper,middle class,bisexual,agnostic,1,5.6,brown,hazel,fair,average,HUNGARIAN,F,"('HUNGARIAN', 'F')"
599,Yongyuth,29,"('meticulous', 'thoughtful', 'creative')","('insecure', 'overcritical', 'reserved')","('painting', 'cooking', 'tennis')",chef,flavour-flip,middle class,heterosexual,Buddhist,1,5.7,black,brown,tan,average,THAI,M,"('THAI', 'M')"
600,Diedre,37,"('focused', 'diligent', 'principled')","('rigid', 'aloof', 'impatient')","('puzzle-solving', 'swimming', 'gardening')",lawyer,justice-spin,upper middle class,heterosexual,atheist,1,5.8,black,blue,fair,slim,BALTIC,F,"('BALTIC', 'F')"
601,Prasong,50,"('experienced', 'wise', 'considerate')","('stubborn', 'reserved', 'pessimistic')","('gardening', 'poetry', 'walking')",retired engineer,experience-boost,middle class,heterosexual,Buddhist,1,5.9,grey,black,tan,average,THAI,M,"('THAI', 'M')"
602,Sureyya,27,"('warm', 'enthusiastic', 'compassionate')","('overly emotional', 'naive', 'impulsive')","('volunteering', 'dancing', 'photography')",nurse,care-wave,middle class,heterosexual,Muslim,1,5.4,black,green,fair,slim,TURKISH,F,"('TURKISH', 'F')"
603,Prabhdeep,28,"('empathetic', 'innovative', 'diligent')","('stubborn', 'impatient', 'indecisive')","('reading', 'hiking', 'coding')",Software Engineer,Quantum Leap,middle,heterosexual,none,1,5.9,black,brown,medium,athletic,INDIAN,M,"('INDIAN', 'M')"
604,Almagrazia,34,"('curious', 'resilient', 'charismatic')","('anxious', 'overcritical', 'temperamental')","('painting', 'gardening', 'yoga')",Architect,Design Pulse,upper-middle,bisexual,agnostic,1,5.6,brown,hazel,fair,slim,ITALIAN,F,"('ITALIAN', 'F')"
605,Branko,40,"('reliable', 'analytical', 'resourceful')","('cynical', 'aloof', 'judgmental')","('fishing', 'photography', 'chess')",Biologist,Cellular Shift,middle,gay,humanist,1,6.0,grey,blue,light,stocky,SLAV,M,"('SLAV', 'M')"
606,Giacomo,45,"('witty', 'imaginative', 'compassionate')","('restless', 'impulsive', 'forgetful')","('cooking', 'traveling', 'poetry')",Chef,Gourmet Blitz,upper-middle,heterosexual,catholic,1,5.7,black,green,olive,muscular,ITALIAN,M,"('ITALIAN', 'M')"
607,Branimir,29,"('brave', 'enthusiastic', 'loyal')","('reckless', 'arrogant', 'short-tempered')","('martial arts', 'gaming', 'building models')",Engineer,Tech Barrage,middle,heterosexual,non-religious,1,6.2,blonde,blue,light,athletic,SLAV,M,"('SLAV', 'M')"
608,Marianthi,31,"('creative', 'patient', 'generous')","('insecure', 'naive', 'overthinking')","('sewing', 'dancing', 'calligraphy')",Teacher,Knowledge Burst,middle,heterosexual,orthodox,1,5.4,brown,brown,fair,average,GREEK,F,"('GREEK', 'F')"
609,Ceslovas,50,"('wise', 'observant', 'humble')","('cautious', 'reserved', 'old-fashioned')","('woodworking', 'bird-watching', 'reading')",Historian,Time Rewind,middle,heterosexual,atheist,1,6.0,grey,blue,light,slim,BALTIC,M,"('BALTIC', 'M')"
610,Mehrangiz,37,"('courageous', 'passionate', 'intelligent')","('stubborn', 'impulsive', 'critical')","('writing', 'horse riding', 'gardening')",Journalist,Truth Strike,middle,heterosexual,bahai,1,5.5,black,brown,medium,average,ARAB,F,"('ARAB', 'F')"
611,Ijeoma,25,"('optimistic', 'charming', 'adaptable')","('disorganized', 'flighty', 'talkative')","('fashion design', 'singing', 'traveling')",Fashion Designer,Style Surge,middle,heterosexual,christian,1,5.8,black,brown,dark,modelesque,AFRICAN,F,"('AFRICAN', 'F')"
612,Dattatraya,42,"('disciplined', 'philosophical', 'kind')","('rigid', 'aloof', 'self-critical')","('meditation', 'reading', 'hiking')",Philosopher,Mind Meld,middle,asexual,hindu,1,5.7,black,dark brown,tan,sleek,INDIAN,M,"('INDIAN', 'M')"
613,Wakaba,22,"('energetic', 'enthusiastic', 'bright')","('impulsive', 'naive', 'overzealous')","('anime', 'sketching', 'cosplay')",Graphic Designer,Pixel Manipulation,lower-middle,pansexual,shinto,1,5.3,black,brown,fair,petite,JAPANESE,F,"('JAPANESE', 'F')"
614,Hansgerhard,58,"('meticulous', 'hardworking', 'honest')","('grumpy', 'inflexible', 'cynical')","('carpentry', 'chess', 'gardening')",Carpenter,Timber Twist,middle,heterosexual,lutheran,1,6.1,grey,blue,light,sturdy,GERMAN,M,"('GERMAN', 'M')"
615,Vaishali,39,"('assertive', 'analytical', 'diplomatic')","('impatient', 'aloof', 'competitive')","('reading', 'swimming', 'yoga')",Lawyer,Legal Eagle,upper-middle,heterosexual,hindu,1,5.6,black,brown,medium,curvaceous,INDIAN,F,"('INDIAN', 'F')"
616,Mojisola,26,"('sociable', 'creative', 'empathetic')","('sensitive', 'indecisive', 'procrastinating')","('writing', 'dancing', 'knitting')",Medical Student,Healing Harmony,middle,bisexual,christian,1,5.4,black,brown,dark,average,AFRICAN,F,"('AFRICAN', 'F')"
617,Orapin,32,"('independent', 'adventurous', 'strategic')","('detached', 'impatient', 'headstrong')","('rock climbing', 'biking', 'painting')",Economist,Market Mastery,middle,lesbian,buddhist,1,5.5,black,brown,tan,slim,THAI,F,"('THAI', 'F')"
618,Gertwolfhard,60,"('loyal', 'observant', 'wise')","('gruff', 'stubborn', 'pessimistic')","('hunting', 'woodcarving', 'storytelling')",Retired Soldier,Valor Shield,middle,heterosexual,secular,1,6.0,grey,hazel,light,broad,GERMAN,M,"('GERMAN', 'M')"
619,Ronni,33,"('confident', 'charming', 'resourceful')","('manipulative', 'vain', 'moody')","('acting', 'tennis', 'fashion')",Actor,Silver Tongue,upper,gay,spiritual,1,6.1,brown,blue,light,athletic,ISRAELI,F,"('ISRAELI', 'F')"
620,Radmila,48,"('focused', 'intuitive', 'kind')","('temperamental', 'critic', 'melancholic')","('sculpting', 'reading', 'gardening')",Therapist,Emotion Surge,middle,heterosexual,yahurian,1,5.7,black,brown,medium,average,SLAV,F,"('SLAV', 'F')"
621,Stacey,24,"('energetic', 'ambitious', 'friendly')","('impatient', 'disorganized', 'rash')","('photography', 'running', 'baking')",Journalist,Flash Focus,middle,heterosexual,none,1,5.6,blonde,blue,light,slim,ENGLISH,F,"('ENGLISH', 'F')"
622,Vlastimir,41,"('brave', 'loyal', 'warm')","('stubborn', 'reserved', 'overthinking')","('hiking', 'chess', 'woodworking')",Firefighter,Flame Tamer,middle,heterosexual,christian,1,6.0,black,brown,medium,muscular,SLAV,M,"('SLAV', 'M')"
623,Devorah,25,"('empathetic', 'curious', 'resilient')","('impatient', 'stubborn', 'self-critical')","('painting', 'hiking', 'reading')",Software Engineer,Code Surge,middle-income,heterosexual,agnostic,1,5.6,brown,green,fair,athletic,ISRAELI,F,"('ISRAELI', 'F')"
624,Rezso,30,"('analytical', 'attentive', 'loyal')","('reserved', 'cynical', 'overthinking')","('chess', 'gardening', 'photography')",Data Scientist,Data Burst,upper-middle-income,bisexual,atheist,1,5.8,black,blue,olive,slim,HUNGARIAN,M,"('HUNGARIAN', 'M')"
625,Irja,28,"('creative', 'adventurous', 'charismatic')","('disorganized', 'impulsive', 'restless')","('writing', 'traveling', 'cooking')",Freelance Writer,Inspirational Strike,middle-income,pansexual,spiritual,1,5.4,blonde,brown,fair,petite,NORDIC,F,"('NORDIC', 'F')"
626,Paschalis,32,"('dedicated', 'strategic', 'optimistic')","('stubborn', 'impatient', 'workaholic')","('cycling', 'playing chess', 'baking')",Project Manager,Timeline Tackle,upper-middle-income,heterosexual,christian,1,6.0,dark brown,hazel,tan,muscular,GREEK,M,"('GREEK', 'M')"
627,Cristobal,27,"('friendly', 'patient', 'innovative')","('overly trusting', 'procrastinator', 'indecisive')","('bird watching', 'playing guitar', 'sketching')",Architect,Design Dash,middle-income,homosexual,catholic,1,5.9,black,black,medium,lean,HISPANIC,M,"('HISPANIC', 'M')"
628,Shmouel,35,"('thoughtful', 'meticulous', 'supportive')","('perfectionist', 'reserved', 'inflexible')","('woodworking', 'fishing', 'playing piano')",Teacher,Knowledge Knockback,middle-income,heterosexual,jewish,1,5.7,grey,brown,light,average,ISRAELI,M,"('ISRAELI', 'M')"
629,Yeheskel,40,"('wise', 'humble', 'generous')","('absent-minded', 'sensitive', 'introverted')","('reading', 'gardening', 'collecting coins')",Historian,Time Warp,lower-middle-income,heterosexual,jewish,1,5.9,white,grey,pale,average,ISRAELI,M,"('ISRAELI', 'M')"
630,Eamonn,33,"('bold', 'confident', 'innovative')","('arrogant', 'reckless', 'impatient')","('rock climbing', 'kayaking', 'repairing gadgets')",Entrepreneur,Startup Surge,high-income,heterosexual,agnostic,1,6.1,red,green,freckled,athletic,ENGLISH,M,"('ENGLISH', 'M')"
631,Chuka,29,"('resourceful', 'charismatic', 'dynamic')","('impulsive', 'argumentative', 'restless')","('soccer', 'djing', 'networking')",Event Planner,Event Echo,middle-income,pansexual,spiritual,1,6.0,black,brown,dark,athletic,AFRICAN,M,"('AFRICAN', 'M')"
632,Carmelina,26,"('creative', 'compassionate', 'diligent')","('anxious', 'overthinking', 'perfectionist')","('knitting', 'painting', 'yoga')",Graphic Designer,Color Craze,middle-income,bisexual,catholic,1,5.5,black,brown,olive,slim,ITALIAN,F,"('ITALIAN', 'F')"
633,Hansgunther,38,"('methodical', 'punctual', 'mentoring')","('rigid', 'aloof', 'impatient')","('reading', 'woodworking', 'running')",Engineer,Blueprint Blast,upper-middle-income,heterosexual,atheist,1,5.8,blonde,blue,fair,average,GERMAN,M,"('GERMAN', 'M')"
634,Masayosi,31,"('focused', 'disciplined', 'respectful')","('stoic', 'inflexible', 'workaholic')","('martial arts', 'calligraphy', 'tea-making')",Financial Analyst,Finance Flash,upper-middle-income,heterosexual,buddhist,1,5.7,black,brown,light,lean,JAPANESE,M,"('JAPANESE', 'M')"
635,Shigehiko,36,"('inventive', 'quiet', 'empathetic')","('shy', 'overcritical', 'secretive')","('cooking', 'coding', 'hiking')",Robotics Engineer,Robo Rampage,middle-income,asexual,shinto,1,5.7,black,brown,fair,slim,JAPANESE,M,"('JAPANESE', 'M')"
636,Youssif,29,"('friendly', 'perceptive', 'humorous')","('procrastinator', 'easily bored', 'stubborn')","('photography', 'traveling', 'jogging')",Journalist,Story Strike,middle-income,heterosexual,muslim,1,5.9,black,brown,medium-dark,average,ARAB,M,"('ARAB', 'M')"
637,Charikleia,27,"('diplomatic', 'thoughtful', 'artistic')","('overly cautious', 'undecisive', 'sensitive')","('dancing', 'photography', 'writing')",Public Relations Specialist,Charm Wave,middle-income,bisexual,orthodox christian,1,5.6,auburn,green,light,average,GREEK,F,"('GREEK', 'F')"
638,Dovile,24,"('energetic', 'outgoing', 'innovative')","('impulsive', 'sarcastic', 'restless')","('sketching', 'cycling', 'acting')",Animator,Animation Abound,middle-income,homosexual,agnostic,1,5.4,brown,hazel,fair,slim,BALTIC,F,"('BALTIC', 'F')"
639,Natsue,28,"('observant', 'calm', 'reliable')","('shy', 'insecure', 'pessimistic')","('reading', 'gardening', 'knitting')",Librarian,Book Barrage,middle-income,heterosexual,buddhist,1,5.5,black,black,light,average,JAPANESE,F,"('JAPANESE', 'F')"
640,Ilana,32,"('passionate', 'driven', 'kind')","('overemotional', 'impatient', 'naive')","('sculpting', 'running', 'meditating')",Doctor,Healing Pulse,high-income,heterosexual,jewish,1,5.7,brown,blue,olive,athletic,ISRAELI,F,"('ISRAELI', 'F')"
641,Yunjung,34,"('ambitious', 'practical', 'disciplined')","('rigid', 'workaholic', 'distrustful')","('yoga', 'hiking', 'cooking')",Marketing Director,Market Maneuver,high-income,heterosexual,christian,1,5.6,black,brown,light,average,KOREAN,F,"('KOREAN', 'F')"
642,Radvile,26,"('empathetic', 'creative', 'optimistic')","('over-sensitive', 'procrastinator', 'restless')","('poetry', 'photography', 'jogging')",Counselor,Empathy Echo,middle-income,bisexual,agnostic,1,5.5,red,blue,fair,average,BALTIC,F,"('BALTIC', 'F')"
643,Younsook,27,"('curiosity', 'patience', 'loyalty')","('stubbornness', 'indecisiveness', 'aloofness')","('painting', 'gardening', 'hiking')",Software Engineer,Code Master,middle-income,heterosexual,agnostic,1,5.6,black,brown,fair,slim,KOREAN,F,"('KOREAN', 'F')"
644,Efrossyni,34,"('compassion', 'humour', 'persistence')","('impatience', 'forgetfulness', 'moody')","('reading', 'travelling', 'photography')",Nurse,Healing Hands,middle-income,bisexual,Christian,1,5.4,brown,green,olive,average,GREEK,F,"('GREEK', 'F')"
645,Remko,29,"('adventurous', 'creative', 'thoughtful')","('lazy', 'cynical', 'selfish')","('cycling', 'writing', 'video gaming')",Journalist,Story Weaver,middle-income,heterosexual,agnostic,1,6.0,blonde,blue,fair,athletic,DUTCH,M,"('DUTCH', 'M')"
646,Thokozile,32,"('optimism', 'creativity', 'loyalty')","('impulsiveness', 'stubbornness', 'pride')","('dancing', 'singing', 'cooking')",Teacher,Inspire,lower income,heterosexual,Christian,1,5.7,black,brown,dark,curvy,AFRICAN,F,"('AFRICAN', 'F')"
647,Qasem,40,"('determination', 'humor', 'intelligence')","('pessimistic', 'workaholic', 'blunt')","('chess', 'reading', 'travelling')",Lawyer,Quick Thinker,upper-income,heterosexual,Muslim,1,5.9,black,brown,tan,average,ARAB,M,"('ARAB', 'M')"
648,Amelie,25,"('creativity', 'curiosity', 'kindness')","('insecurity', 'impatience', 'impulsiveness')","('playing piano', 'painting', 'yoga')",Graphic Designer,Design Whiz,middle-income,lesbian,atheist,1,5.5,red,blue,fair,slim,FRENCH,F,"('FRENCH', 'F')"
649,Larraine,55,"('wisdom', 'patience', 'empathy')","('stubbornness', 'cautiousness', 'forgetfulness')","('knitting', 'baking', 'walking')",Retired Librarian,Knowledge Keeper,middle-income,heterosexual,Christian,1,5.3,grey,brown,fair,average,ENGLISH,F,"('ENGLISH', 'F')"
650,Ursulla,45,"('ambition', 'courage', 'leadership')","('arrogance', 'impatience', 'temper')","('investing', 'reading', 'jogging')",CEO,Executive Decision,upper-income,heterosexual,agnostic,1,5.8,blonde,grey,fair,fit,GERMAN,F,"('GERMAN', 'F')"
651,Insik,37,"('discipline', 'intelligence', 'humility')","('reserved', 'overcritical', 'workaholic')","('fishing', 'woodworking', 'puzzles')",Architect,Blueprint Vision,middle-income,heterosexual,agnostic,1,5.10,black,brown,tan,average,KOREAN,M,"('KOREAN', 'M')"
652,Patoomratana,30,"('creativity', 'optimism', 'determination')","('stubbornness', 'impulsiveness', 'perfectionism')","('cooking', 'yoga', 'drawing')",Chef,Culinary Maestro,middle-income,heterosexual,Buddhist,1,5.6,black,brown,light brown,slim,THAI,F,"('THAI', 'F')"
653,Prodromos,38,"('strategy', 'charisma', 'fearlessness')","('arrogance', 'stubbornness', 'jealousy')","('swimming', 'cycling', 'reading')",Military Officer,Strategic Command,middle-income,heterosexual,Christian,1,6.1,black,brown,olive,muscular,GREEK,M,"('GREEK', 'M')"
654,Kihong,42,"('calmness', 'thoughtfulness', 'resilience')","('indecisiveness', 'inflexibility', 'cynicism')","('meditation', 'calligraphy', 'birdwatching')",Zen Teacher,Zen Master,middle-income,heterosexual,Buddhist,1,5.7,black,brown,fair,average,KOREAN,M,"('KOREAN', 'M')"
655,Arabinda,28,"('creativity', 'adaptability', 'adventure')","('restlessness', 'impatience', 'procrastination')","('travelling', 'reading', 'film making')",Travel Blogger,Instant Travel,middle-income,heterosexual,Hindu,1,5.8,black,brown,tan,slim,INDIAN,M,"('INDIAN', 'M')"
656,Chittima,24,"('kindness', 'intelligence', 'enthusiasm')","('naivety', 'shyness', 'stubbornness')","('gardening', 'singing', 'swimming')",Veterinarian,Animal Whisperer,middle-income,heterosexual,Buddhist,1,5.5,black,brown,tan,slim,THAI,F,"('THAI', 'F')"
657,Huiping,36,"('compassion', 'determination', 'wisdom')","('critical', 'quiet', 'sensitive')","('reading', 'gardening', 'painting')",Psychologist,Mind Healer,middle-income,heterosexual,agnostic,1,5.4,black,brown,fair,average,CHINESE,F,"('CHINESE', 'F')"
658,Nava,31,"('intelligence', 'humor', 'empathy')","('overthinking', 'stubbornness', 'impatience')","('programming', 'reading', 'photography')",Data Scientist,Data Genius,middle-income,bisexual,Jewish,1,5.6,black,brown,olive,average,ISRAELI,F,"('ISRAELI', 'F')"
659,Corien,26,"('creativity', 'ambition', 'kindness')","('impulsiveness', 'impatience', 'overconfidence')","('acting', 'dancing', 'travelling')",Actor,Emotion Capture,upper-income,heterosexual,Christian,1,5.7,blonde,blue,fair,slim,DUTCH,F,"('DUTCH', 'F')"
660,Nadege,33,"('confidence', 'empathy', 'resilience')","('arrogance', 'cynicism', 'impatience')","('blogging', 'reading', 'cooking')",Social Worker,Empathy Aura,middle-income,heterosexual,Catholic,1,5.5,black,brown,dark,average,FRENCH,F,"('FRENCH', 'F')"
661,Hyunsik,39,"('analytical', 'patience', 'diligence')","('distant', 'stubbornness', 'pessimism')","('reading', 'walking', 'photography')",Scientist,IQ Burst,middle-income,heterosexual,agnostic,1,5.8,black,brown,tan,average,KOREAN,M,"('KOREAN', 'M')"
662,Umesh,41,"('leadership', 'courage', 'wisdom')","('impatience', 'control', 'stubbornness')","('cricket', 'meditation', 'volunteering')",Community Leader,Community Shield,middle-income,heterosexual,Hindu,1,5.9,black,brown,brown,fit,INDIAN,M,"('INDIAN', 'M')"
663,Justiniano,29,"('curious', 'empathetic', 'innovative')","('stubborn', 'impatient', 'indecisive')","('reading', 'hiking', 'coding')",Software Developer,Quantum Leap,middle,heterosexual,agnostic,1,6.0,black,brown,olive,athletic,HISPANIC,M,"('HISPANIC', 'M')"
664,Hannaneh,32,"('attentive', 'creative', 'dedicated')","('anxious', 'overcritical', 'reserved')","('painting', 'yoga', 'gardening')",Graphic Designer,Artistic Burst,middle,bisexual,spiritual,1,5.6,brown,hazel,fair,slim,ARAB,F,"('ARAB', 'F')"
665,Antanas,40,"('reliable', 'analytical', 'resourceful')","('rigid', 'blunt', 'demanding')","('chess', 'woodworking', 'bird watching')",Engineer,Strategic Strike,middle,heterosexual,atheist,1,5.9,blonde,blue,light,average,BALTIC,M,"('BALTIC', 'M')"
666,Seyedtaghi,35,"('diplomatic', 'thoughtful', 'charismatic')","('cynical', 'secretive', 'procrastinator')","('photography', 'traveling', 'cooking')",Journalist,Inquisitive Inquiry,middle,heterosexual,agnostic,1,5.7,black,brown,tan,average,ARAB,M,"('ARAB', 'M')"
667,Kameshwari,28,"('ambitious', 'intellectual', 'kind')","('workaholic', 'perfectionist', 'introverted')","('writing', 'meditation', 'volunteering')",Research Scientist,Scientific Insight,middle,lesbian,Hindu,1,5.5,black,brown,brown,slender,INDIAN,F,"('INDIAN', 'F')"
668,Giselia,27,"('passionate', 'energetic', 'optimistic')","('naive', 'impulsive', 'talkative')","('dancing', 'knitting', 'traveling')",Marketing Specialist,Market Blitz,middle,heterosexual,Christian,1,5.4,red,green,fair,fit,HISPANIC,F,"('HISPANIC', 'F')"
669,Ceyhun,34,"('brave', 'loyal', 'visionary')","('reckless', 'stubborn', 'impatient')","('mountaineering', 'reading', 'gaming')",Pilot,Sky Dive,middle,bisexual,agnostic,1,6.1,black,gray,olive,muscular,TURKISH,M,"('TURKISH', 'M')"
670,Slavenka,42,"('wise', 'practical', 'generous')","('overprotective', 'pessimistic', 'strict')","('pottery', 'writing', 'gardening')",Teacher,Knowledge Burst,middle,heterosexual,atheist,1,5.8,gray,blue,fair,average,SLAV,F,"('SLAV', 'F')"
671,Miwako,30,"('meticulous', 'patient', 'innovative')","('perfectionist', 'shy', 'self-critical')","('calligraphy', 'cycling', 'gaming')",Architect,Blueprint Blitz,middle,asexual,Buddhist,1,5.3,black,brown,light,slim,JAPANESE,F,"('JAPANESE', 'F')"
672,Flavien,38,"('innovative', 'dedicated', 'friendly')","('impatient', 'blunt', 'workaholic')","('breadmaking', 'reading', 'programming')",Entrepreneur,Business Blitz,upper,gay,secular,1,6.0,brown,hazel,tan,average,FRENCH,M,"('FRENCH', 'M')"
673,Guotao,31,"('logical', 'resourceful', 'practical')","('detached', 'unemotional', 'stingy')","('puzzles', 'collecting stamps', 'hiking')",Data Analyst,Data Crunch,middle,heterosexual,none,1,5.9,black,brown,yellow,slim,CHINESE,M,"('CHINESE', 'M')"
674,Taekyung,33,"('strategic', 'ambitious', 'calm')","('workaholic', 'aloof', 'stubborn')","('fishing', 'chess', 'jogging')",Financial Advisor,Financial Strike,middle,heterosexual,none,1,6.0,black,brown,light,average,KOREAN,M,"('KOREAN', 'M')"
675,Wasana,29,"('friendly', 'honest', 'resilient')","('gullible', 'impulsive', 'talkative')","('baking', 'reading', 'painting')",Community Worker,Empathy Wave,lower,heterosexual,Buddhist,1,5.4,black,black,brown,average,THAI,F,"('THAI', 'F')"
676,Iclal,36,"('resourceful', 'creative', 'organized')","('perfectionist', 'cautious', 'distrustful')","('writing', 'yoga', 'sewing')",Editor,Editorial Precision,middle,bisexual,Muslim,1,5.7,black,green,fair,average,TURKISH,F,"('TURKISH', 'F')"
677,Kruthika,27,"('innovative', 'dedicated', 'enthusiastic')","('impatient', 'headstrong', 'impulsive')","('painting', 'dancing', 'reading')",Software Engineer,Code Rush,middle,heterosexual,Hindu,1,5.4,black,brown,brown,slim,INDIAN,F,"('INDIAN', 'F')"
678,Meilin,24,"('optimistic', 'kind', 'determined')","('naive', 'impulsive', 'stubborn')","('cosplay', 'crafting', 'gaming')",Animator,Animate Strike,middle,lesbian,none,1,5.2,black,brown,fair,slender,CHINESE,F,"('CHINESE', 'F')"
679,Hikmet,46,"('wise', 'patient', 'strategic')","('reserved', 'stubborn', 'critical')","('gardening', 'chess', 'reading')",Historian,Historical Insight,middle,heterosexual,Muslim,1,5.1,grey,blue,fair,average,TURKISH,M,"('TURKISH', 'M')"
680,Pieranna,39,"('artistic', 'thoughtful', 'loyal')","('moody', 'overcritical', 'indecisive')","('painting', 'baking', 'writing')",Therapist,Empathy Wave,middle,bisexual,Catholic,1,5.6,brown,brown,olive,fit,ITALIAN,F,"('ITALIAN', 'F')"
681,Hennariikka,34,"('organized', 'analytical', 'practical')","('stubborn', 'blunt', 'strict')","('knitting', 'reading', 'skiing')",Project Manager,Project Overdrive,middle,heterosexual,Lutheran,1,5.7,blonde,blue,light,average,NORDIC,F,"('NORDIC', 'F')"
682,Chatchawan,41,"('charismatic', 'honest', 'thoughtful')","('impatient', 'stubborn', 'distrustful')","('running', 'meditation', 'photography')",Health Consultant,Health Burst,middle,heterosexual,Buddhist,1,5.9,black,black,tan,muscular,THAI,M,"('THAI', 'M')"
683,Mohamadou,32,"('kind', 'intelligent', 'patient')","('stubborn', 'introverted', 'perfectionist')","('reading', 'cycling', 'gardening')",Software Engineer,Quantum Leap,middle_class,heterosexual,agnostic,1,5.9,black,brown,dark,athletic,AFRICAN,M,"('AFRICAN', 'M')"
684,Merja,27,"('creative', 'optimistic', 'attentive')","('impulsive', 'forgetful', 'impatient')","('painting', 'hiking', 'photography')",Graphic Designer,Color Burst,middle_class,bisexual,atheist,1,5.5,brown,blue,fair,slim,NORDIC,F,"('NORDIC', 'F')"
685,Jurita,40,"('dedicated', 'logical', 'disciplined')","('overcritical', 'rigid', 'reserved')","('chess', 'running', 'writing')",Lawyer,Legal Shield,upper_class,heterosexual,Christian,1,5.7,black,dark brown,medium,average,BALTIC,F,"('BALTIC', 'F')"
686,Kornelia,34,"('charismatic', 'humorous', 'supportive')","('impatient', 'disorganized', 'overconfident')","('acting', 'traveling', 'jogging')",Actress,Stage Presence,upper_class,heterosexual,spiritual,1,5.6,blonde,green,fair,fit,GERMAN,F,"('GERMAN', 'F')"
687,Keiko,29,"('compassionate', 'thoughtful', 'artistic')","('shy', 'self-critical', 'indecisive')","('singing', 'playing violin', 'yoga')",Musician,Melodic Healing,middle_class,straight,Buddhist,1,5.3,black,brown,light,petite,JAPANESE,F,"('JAPANESE', 'F')"
688,Jolan,24,"('adventurous', 'energetic', 'innovative')","('reckless', 'inconsistent', 'arrogant')","('snowboarding', 'coding', 'photography')",Freelance Developer,Codebreaker,middle_class,gay,agnostic,1,6.1,brown,hazel,light,muscular,HUNGARIAN,F,"('HUNGARIAN', 'F')"
689,Gianangelo,37,"('friendly', 'loyal', 'practical')","('pessimistic', 'stubborn', 'moody')","('cooking', 'gardening', 'writing')",Chef,Culinary Genius,upper_middle_class,heterosexual,Catholic,1,5.8,black,dark brown,olive,average,ITALIAN,M,"('ITALIAN', 'M')"
690,Bhuvaneshwari,33,"('compassionate', 'thoughtful', 'meticulous')","('anxious', 'perfectionist', 'introverted')","('gardening', 'painting', 'reading')",Botanist,Flora Whisper,middle_class,straight,Hindu,1,5.4,black,brown,dark,average,INDIAN,F,"('INDIAN', 'F')"
691,Rodolphe,48,"('charming', 'strategic', 'determined')","('arrogant', 'stubborn', 'workaholic')","('polo', 'reading', 'traveling')",Ambassador,Diplomatic Immunity,wealthy,heterosexual,Christian,1,6.0,grey,blue,light,slim,FRENCH,M,"('FRENCH', 'M')"
