,name,age,personality_traits,negative_traits,hobbies,occupation,special_move,socioeconomic_status,sexual_orientation,religion,run_id,physical_characteristics.height,physical_characteristics.hair_colour,physical_characteristics.eye_colour,physical_characteristics.skin_colour,physical_characteristics.build,Ethnicity,Gender,Group
608,Marianthi,29,"('ambitious', 'charming', 'diplomatic')","('manipulative', 'vain', 'status-obsessed')","('wine tasting', 'fashion', 'networking')",public relations manager,social engineering,upper middle class,heterosexual,Greek Orthodox,1,5.6,black,brown,olive,fit,GREEK,F,"('GREEK', 'F')"
609,Ceslovas,71,"('wise', 'patient', 'observant')","('cynical', 'stubborn', 'lonely')","('birdwatching', 'gardening', 'chess')",retired librarian,near-photographic memory,lower middle class,asexual,lapsed Catholic,1,5.4,white,blue,pale,frail,BALTIC,M,"('BALTIC', 'M')"
610,Mehrangiz,22,"('idealistic', 'eloquent', 'inquisitive')","('naive', 'overthinks', 'melodramatic')","('writing poetry', 'calligraphy', 'stargazing')",university student,inspiring oration,middle class,pansexual,Islam,1,5.7,black,brown,olive,slim,ARAB,F,"('ARAB', 'F')"
611,Ijeoma,39,"('compassionate', 'humble', 'industrious')","('workaholic', 'overprotective', 'conflict-avoidant')","('community organizing', 'cooking', 'knitting')",nurse practitioner,healing touch,working class,heterosexual,Christianity,1,5.8,black,brown,dark brown,full-figured,AFRICAN,F,"('AFRICAN', 'F')"
612,Dattatraya,50,"('spiritual', 'introspective', 'calm')","('escapist', 'indecisive', 'overly trusting')","('yoga', 'playing sitar', 'ayurvedic medicine')",yoga instructor,astral projection,renounced wealth,celibate,Hinduism,1,5.1,grey,brown,brown,thin,INDIAN,M,"('INDIAN', 'M')"
613,Wakaba,25,"('curious', 'creative', 'ambitious')","('impatient', 'stubborn', 'blunt')","('photography', 'hiking', 'cooking')",graphic designer,pixel art mastery,middle class,heterosexual,agnostic,1,5.6,black,brown,light brown,slim,JAPANESE,F,"('JAPANESE', 'F')"
614,Hansgerhard,42,"('analytical', 'dependable', 'calm')","('inflexible', 'indecisive', 'reserved')","('chess', 'learning languages', 'gardening')",accountant,spreadsheet wizardry,upper middle class,homosexual,atheist,1,5.11,blonde,blue,pale,average,GERMAN,M,"('GERMAN', 'M')"
615,Vaishali,32,"('empathetic', 'optimistic', 'sociable')","('sensitive', 'indecisive', 'people-pleasing')","('bollywood dancing', 'reading fiction', 'yoga')",nurse practitioner,active listening,middle class,bisexual,spiritual,1,5.5,dark brown,hazel,olive,curvy,INDIAN,F,"('INDIAN', 'F')"
616,Mojisola,29,"('confident', 'driven', 'charismatic')","('prideful', 'impulsive', 'jealous')","('fashion design', 'dancing', 'volunteering')",marketing manager,personal branding,upper middle class,heterosexual,Christian,1,5.8,black,dark brown,dark brown,athletic,AFRICAN,F,"('AFRICAN', 'F')"
617,Orapin,35,"('detail-oriented', 'hard-working', 'practical')","('rigid', 'critical', 'perfectionist')","('baking', 'karaoke', 'solo traveling')",data analyst,data visualization,middle class,asexual,Buddhist,1,5.2,black,dark brown,tan,petite,THAI,F,"('THAI', 'F')"
618,Gertwolfhard,55,"('philosophical', 'introverted', 'independent')","('cynical', 'aloof', 'grumpy')","('woodworking', 'reading non-fiction', 'bird watching')",author,philosophical debate,middle class,heterosexual,agnostic,1,5.9,grey,green,light,lean,GERMAN,M,"('GERMAN', 'M')"
619,Ronni,19,"('energetic', 'friendly', 'open-minded')","('naive', 'disorganized', 'frivolous')","('skateboarding', 'video games', 'anime')",college student,pulling all-nighters,working class,pansexual,non-religious,1,5.7,blonde,blue,fair,slim,ISRAELI,F,"('ISRAELI', 'F')"
620,Radmila,62,"('nurturing', 'wise', 'humble')","('worry prone', 'self-sacrificing', 'stuck in ways')","('knitting', 'church activities', 'playing with grandkids')",retired teacher,words of wisdom,working class,heterosexual,Orthodox Christian,1,5.4,grey,hazel,olive,plump,SLAV,F,"('SLAV', 'F')"
621,Stacey,38,"('sarcastic', 'loyal', 'street smart')","('cynical', 'short-tempered', 'untrusting')","('boxing', 'fixing cars', 'trivia nights')",mechanic,razor sharp wit,working class,lesbian,non-religious,1,5.6,brown,brown,tan,muscular,ENGLISH,F,"('ENGLISH', 'F')"
622,Vlastimir,48,"('disciplined', 'honorable', 'old-fashioned')","('strict', 'stoic', 'distant')","('fencing', 'chess', 'reading history')",military officer,military strategy,middle class,heterosexual,Orthodox Christian,1,6.1,black,grey,light,strong,SLAV,M,"('SLAV', 'M')"
623,Devorah,35,"('analytical', 'compassionate', 'ambitious')","('impatient', 'stubborn', 'perfectionist')","('hiking', 'painting', 'cooking')",software engineer,problem-solving,middle class,heterosexual,agnostic,1,5.6,brown,hazel,olive,athletic,ISRAELI,F,"('ISRAELI', 'F')"
624,Rezso,42,"('charismatic', 'optimistic', 'curious')","('impulsive', 'disorganized', 'forgetful')","('photography', 'gardening', 'playing guitar')",marketing manager,public speaking,upper middle class,homosexual,buddhist,1,5.9,black,brown,tan,slim,HUNGARIAN,M,"('HUNGARIAN', 'M')"
625,Irja,28,"('creative', 'independent', 'adaptable')","('indecisive', 'shy', 'self-critical')","('writing', 'yoga', 'traveling')",freelance writer,adaptability,middle class,bisexual,spiritual,1,5.4,blonde,blue,fair,petite,NORDIC,F,"('NORDIC', 'F')"
626,Paschalis,50,"('wise', 'patient', 'disciplined')","('inflexible', 'judgmental', 'workaholic')","('reading', 'chess', 'meditation')",university professor,critical thinking,upper middle class,heterosexual,orthodox christian,1,5.11,grey,green,light,average,GREEK,M,"('GREEK', 'M')"
627,Cristobal,22,"('adventurous', 'confident', 'extroverted')","('reckless', 'arrogant', 'impulsive')","('surfing', 'rock climbing', 'partying')",student,physical strength,upper class,heterosexual,catholic,1,6.0,brown,brown,tan,muscular,HISPANIC,M,"('HISPANIC', 'M')"
628,Shmouel,60,"('kind', 'generous', 'traditional')","('overprotective', 'stubborn', 'resistant to change')","('volunteering', 'cooking', 'spending time with family')",retired banker,financial planning,upper middle class,heterosexual,jewish,1,5.7,white,blue,light,overweight,ISRAELI,M,"('ISRAELI', 'M')"
629,Yeheskel,40,"('honest', 'hardworking', 'reliable')","('workaholic', 'inflexible', 'serious')","('woodworking', 'fishing', 'watching sports')",construction manager,problem-solving,middle class,heterosexual,jewish,1,5.1,black,brown,olive,muscular,ISRAELI,M,"('ISRAELI', 'M')"
630,Eamonn,32,"('friendly', 'imaginative', 'open-minded')","('indecisive', 'easily distracted', 'procrastinator')","('playing video games', 'watching movies', 'trying new foods')",graphic designer,creativity,middle class,homosexual,atheist,1,5.8,red,green,fair,slim,ENGLISH,M,"('ENGLISH', 'M')"
631,Chuka,25,"('ambitious', 'charismatic', 'driven')","('impatient', 'competitive', 'workaholic')","('playing basketball', 'networking', 'reading business books')",entrepreneur,public speaking,middle class,heterosexual,christian,1,6.2,black,brown,dark,athletic,AFRICAN,M,"('AFRICAN', 'M')"
632,Carmelina,55,"('nurturing', 'empathetic', 'wise')","('overprotective', 'sensitive', 'indecisive')","('gardening', 'reading', 'knitting')",nurse,healing,middle class,heterosexual,catholic,1,5.2,grey,brown,olive,curvy,ITALIAN,F,"('ITALIAN', 'F')"
633,Hansgunther,32,"('curious', 'empathetic', 'creative')","('impatient', 'indecisive', 'stubborn')","('cooking', 'hiking', 'photography')",architect,strategic planning,middle class,heterosexual,agnostic,1,5.9,blonde,blue,light,slender,GERMAN,M,"('GERMAN', 'M')"
634,Masayosi,27,"('ambitious', 'analytical', 'loyal')","('workaholic', 'blunt', 'jealous')","('reading', 'chess', 'tennis')",financial analyst,rapid calculations,upper middle class,homosexual,buddhist,1,5.6,black,brown,tan,athletic,JAPANESE,M,"('JAPANESE', 'M')"
635,Shigehiko,41,"('calm', 'wise', 'observant')","('aloof', 'overly cautious', 'sensitive')","('gardening', 'meditation', 'origami')",librarian,speed reading,lower middle class,asexual,shinto,1,5.7,grey,hazel,pale,thin,JAPANESE,M,"('JAPANESE', 'M')"
636,Youssif,23,"('outgoing', 'optimistic', 'adventurous')","('impulsive', 'easily distracted', 'procrastinator')","('traveling', 'socializing', 'extreme sports')",tour guide,multilingualism,working class,pansexual,muslim,1,6.1,brown,green,olive,muscular,ARAB,M,"('ARAB', 'M')"
637,Charikleia,36,"('charismatic', 'independent', 'resourceful')","('sarcastic', 'commitment issues', 'workaholic')","('acting', 'writing', 'volunteering')",journalist,persuasion,middle class,bisexual,orthodox christian,1,5.5,red,blue,fair,curvy,GREEK,F,"('GREEK', 'F')"
638,Dovile,29,"('practical', 'reliable', 'honest')","('stubborn', 'pessimistic', 'reserved')","('woodworking', 'camping', 'solving puzzles')",carpenter,skilled craftsmanship,working class,heterosexual,atheist,1,5.8,blonde,grey,light,sturdy,BALTIC,F,"('BALTIC', 'F')"
639,Natsue,45,"('disciplined', 'patient', 'nurturing')","('strict', 'overprotective', 'traditional')","('ikebana', 'tea ceremonies', 'calligraphy')",teacher,time management,middle class,heterosexual,buddhist,1,5.2,black,brown,light,petite,JAPANESE,F,"('JAPANESE', 'F')"
640,Ilana,31,"('passionate', 'determined', 'adaptable')","('moody', 'critical', 'impulsive')","('dancing', 'cooking', 'learning languages')",international sales manager,networking,upper middle class,heterosexual,jewish,1,5.6,dark brown,hazel,tan,slender,ISRAELI,F,"('ISRAELI', 'F')"
641,Yunjung,26,"('creative', 'intuitive', 'empathetic')","('anxious', 'indecisive', 'people-pleaser')","('painting', 'yoga', 'attending concerts')",graphic designer,artistic vision,middle class,questioning,Christian,1,5.4,black,dark brown,fair,slim,KOREAN,F,"('KOREAN', 'F')"
642,Radvile,39,"('assertive', 'analytical', 'goal-oriented')","('impatient', 'blunt', 'workaholic')","('running', 'reading non-fiction', 'stock trading')",investment banker,risk assessment,upper class,lesbian,agnostic,1,5.9,blonde,blue,light,athletic,BALTIC,F,"('BALTIC', 'F')"
643,Younsook,35,"('curious', 'empathetic', 'optimistic')","('impatient', 'indecisive', 'forgetful')","('pottery', 'hiking', 'cooking')",librarian,speed reading,middle class,heterosexual,agnostic,1,5.6,black,brown,light,slim,KOREAN,F,"('KOREAN', 'F')"
644,Efrossyni,42,"('creative', 'confident', 'adventurous')","('stubborn', 'sarcastic', 'impulsive')","('photography', 'gardening', 'dancing')",graphic designer,power nap,upper middle class,bisexual,spiritual but not religious,1,5.4,brown,green,olive,curvy,GREEK,F,"('GREEK', 'F')"
645,Remko,28,"('ambitious', 'analytical', 'loyal')","('workaholic', 'pessimistic', 'blunt')","('coding', 'chess', 'cycling')",data scientist,mental math,middle class,homosexual,atheist,1,6.1,blond,blue,fair,athletic,DUTCH,M,"('DUTCH', 'M')"
646,Thokozile,50,"('nurturing', 'wise', 'humble')","('overprotective', 'guilt-tripping', 'nosy')","('knitting', 'volunteering', 'puzzles')",nurse,active listening,working class,heterosexual,Christian,1,5.2,gray,brown,dark,plump,AFRICAN,F,"('AFRICAN', 'F')"
647,Qasem,62,"('disciplined', 'generous', 'well-spoken')","('strict', 'frugal', 'conceited')","('calligraphy', 'debate', 'traveling')",retired professor,persuasive argument,upper class,heterosexual,Muslim,1,5.8,white,hazel,tan,slender,ARAB,M,"('ARAB', 'M')"
648,Amelie,24,"('free-spirited', 'passionate', 'sincere')","('naive', 'jealous', 'bad with money')","('surfing', 'climbing', 'ukulele')",yoga instructor,tree pose,middle class,pansexual,New Age,1,5.5,red,blue,freckled,toned,FRENCH,F,"('FRENCH', 'F')"
649,Larraine,70,"('independent', 'cultured', 'blunt')","('cynical', 'vain', 'short-tempered')","('theater', 'wine tasting', 'golf')",retired actress,dramatic monologue,wealthy,heterosexual,lapsed Catholic,1,5.3,blonde,blue,fair,petite,ENGLISH,F,"('ENGLISH', 'F')"
650,Ursulla,39,"('resourceful', 'frank', 'spontaneous')","('restless', 'flaky', 'tactless')","('stand-up comedy', 'roller derby', 'knitting')",electrician,one-liner,working class,lesbian,pagan,1,5.7,dyed purple,hazel,olive,muscular,GERMAN,F,"('GERMAN', 'F')"
651,Insik,45,"('organized', 'thoughtful', 'practical')","('risk-averse', 'overly cautious', 'boring')","('origami', 'Sudoku', 'aquariums')",accountant,budget balancing,middle class,asexual,Buddhist,1,5.5,black,brown,light,slim,KOREAN,M,"('KOREAN', 'M')"
652,Patoomratana,32,"('charismatic', 'quick-witted', 'perceptive')","('sly', 'commitment-phobic', 'deflecting')","('card tricks', 'escapology', 'improv')",con artist,sleight of hand,lower class,bisexual,Taoist,1,5.8,dark brown,brown,tan,slim,THAI,F,"('THAI', 'F')"
653,Prodromos,36,"('analytical', 'compassionate', 'witty')","('stubborn', 'impatient', 'disorganized')","('photography', 'cooking', 'gardening')",software engineer,coding sprint,middle class,heterosexual,agnostic,1,5.8,black,brown,olive,slim,GREEK,M,"('GREEK', 'M')"
654,Kihong,28,"('ambitious', 'creative', 'introverted')","('perfectionist', 'indecisive', 'shy')","('reading', 'painting', 'hiking')",graphic designer,design flourish,middle class,homosexual,buddhist,1,5.6,brown,brown,fair,athletic,KOREAN,M,"('KOREAN', 'M')"
655,Arabinda,42,"('charismatic', 'resourceful', 'adventurous')","('impulsive', 'blunt', 'unreliable')","('traveling', 'playing music', 'yoga')",entrepreneur,negotiation tactics,upper middle class,heterosexual,hindu,1,5.11,black,brown,brown,stocky,INDIAN,M,"('INDIAN', 'M')"
656,Chittima,31,"('caring', 'outgoing', 'curious')","('sensitive', 'talkative', 'forgetful')","('dancing', 'volunteering', 'video games')",nurse practitioner,healing touch,middle class,bisexual,spiritual,1,5.2,black,brown,tan,petite,THAI,F,"('THAI', 'F')"
657,Huiping,24,"('diligent', 'loyal', 'humble')","('workaholic', 'overcautious', 'reserved')","('calligraphy', 'martial arts', 'origami')",mechanical engineer,mechanical mastery,middle class,asexual,atheist,1,5.9,black,brown,light,slim,CHINESE,F,"('CHINESE', 'F')"
658,Nava,38,"('assertive', 'sociable', 'adaptable')","('sarcastic', 'rebellious', 'restless')","('surfing', 'rock climbing', 'astronomy')",journalist,investigative instinct,middle class,pansexual,jewish,1,5.5,dark brown,hazel,olive,curvy,ISRAELI,F,"('ISRAELI', 'F')"
659,Corien,45,"('inquisitive', 'frank', 'principled')","('cynical', 'aloof', 'argumentative')","('fencing', 'chess', 'theatre')",university professor,intellectual discourse,upper middle class,homosexual,agnostic,1,6.1,blonde,blue,fair,lanky,DUTCH,F,"('DUTCH', 'F')"
660,Nadege,29,"('empathetic', 'imaginative', 'independent')","('moody', 'disorganized', 'submissive')","('writing poetry', 'interior design', 'baking')",social worker,emotional support,working class,heterosexual,christian,1,5.7,black,brown,dark brown,fit,FRENCH,F,"('FRENCH', 'F')"
661,Hyunsik,34,"('rational', 'reliable', 'calm')","('rigid', 'unoriginal', 'pessimistic')","('golf', 'sudoku', 'filmmaking')",accountant,financial planning,upper middle class,heterosexual,protestant,1,5.1,black,brown,light,average,KOREAN,M,"('KOREAN', 'M')"
662,Umesh,26,"('cooperative', 'easygoing', 'idealistic')","('gullible', 'indecisive', 'lazy')","('playing cricket', 'watching anime', 'beatboxing')",data analyst,data visualization,middle class,questioning,spiritual,1,5.8,black,brown,brown,heavyset,INDIAN,M,"('INDIAN', 'M')"
663,Justiniano,35,"('introspective', 'witty', 'compassionate')","('indecisive', 'impatient', 'stubborn')","('painting', 'hiking', 'cooking')",software engineer,problem-solving,middle class,heterosexual,agnostic,1,5.1,brown,hazel,olive,athletic,HISPANIC,M,"('HISPANIC', 'M')"
664,Hannaneh,28,"('curious', 'adaptable', 'persistent')","('sarcastic', 'impulsive', 'jealous')","('reading', 'rock climbing', 'photography')",journalist,investigative journalism,middle class,bisexual,spiritual but not religious,1,5.5,black,brown,tan,slender,ARAB,F,"('ARAB', 'F')"
665,Antanas,42,"('optimistic', 'reliable', 'easygoing')","('forgetful', 'gullible', 'procrastinator')","('gardening', 'woodworking', 'collecting vinyl records')",high school teacher,pep talks,middle class,homosexual,Catholic,1,6.0,blond,blue,fair,husky,BALTIC,M,"('BALTIC', 'M')"
666,Seyedtaghi,55,"('intelligent', 'sophisticated', 'persuasive')","('arrogant', 'dismissive', 'cynical')","('chess', 'wine tasting', 'traveling')",diplomat,negotiation,upper class,heterosexual,Muslim,1,5.11,salt and pepper,green,olive,slim,ARAB,M,"('ARAB', 'M')"
667,Kameshwari,62,"('empathetic', 'wise', 'dignified')","('overprotective', 'inflexible', 'critical')","('yoga', 'volunteering', 'poetry')",retired nurse,healing touch,working class,asexual,Hindu,1,5.2,grey,brown,brown,plump,INDIAN,F,"('INDIAN', 'F')"
668,Giselia,26,"('ambitious', 'charismatic', 'resourceful')","('manipulative', 'reckless', 'flaky')","('dancing salsa', 'networking', 'shopping')",entrepreneur,pitching ideas,upper middle class,pansexual,atheist,1,5.7,red,amber,fair,curvy,HISPANIC,F,"('HISPANIC', 'F')"
669,Ceyhun,32,"('loyal', 'practical', 'honest')","('close-minded', 'defensive', 'unambitious')","('watching soccer', 'fishing', 'playing backgammon')",small business owner,customer service,lower middle class,heterosexual,Muslim,1,5.9,dark brown,brown,light brown,stocky,TURKISH,M,"('TURKISH', 'M')"
670,Slavenka,39,"('direct', 'independent', 'adventurous')","('blunt', 'detached', 'commitment-phobic')","('motorcycling', 'skydiving', 'camping')",stunt performer,high fall,working class,homosexual,Orthodox Christian,1,5.8,blonde,blue,fair,muscular,SLAV,F,"('SLAV', 'F')"
671,Miwako,22,"('creative', 'quirky', 'idealistic')","('naive', 'disorganized', 'shy')","('cosplay', 'anime', 'drawing manga')",graphic design student,artistic vision,lower middle class,questioning,Shinto,1,5.1,pink,dark brown,light,petite,JAPANESE,F,"('JAPANESE', 'F')"
672,Flavien,45,"('charming', 'intuitive', 'free-spirited')","('unreliable', 'hedonistic', 'secretive')","('surfing', 'mixology', 'astrology')",resort entertainer,palm reading,working class,pansexual,New Age spirituality,1,5.11,bleached blond,grey,tanned,lean,FRENCH,M,"('FRENCH', 'M')"
673,Guotao,32,"('analytical', 'curious', 'adaptable')","('impatient', 'stubborn', 'sarcastic')","('playing chess', 'hiking', 'photography')",software engineer,rapid problem-solving,middle class,heterosexual,agnostic,1,5.8,black,brown,light,slim,CHINESE,M,"('CHINESE', 'M')"
674,Taekyung,27,"('creative', 'empathetic', 'spontaneous')","('disorganized', 'sensitive', 'impulsive')","('painting', 'dancing', 'writing poetry')",graphic designer,artistic inspiration,upper middle class,bisexual,spiritual but not religious,1,5.6,brown,dark brown,tan,average,KOREAN,M,"('KOREAN', 'M')"
675,Wasana,41,"('compassionate', 'patient', 'resilient')","('overprotective', 'indecisive', 'self-critical')","('gardening', 'cooking', 'volunteering')",nurse practitioner,healing touch,working class,heterosexual,Buddhist,1,5.4,black,dark brown,brown,curvy,THAI,F,"('THAI', 'F')"
676,Iclal,36,"('ambitious', 'charismatic', 'resourceful')","('workaholic', 'controlling', 'jealous')","('networking', 'golfing', 'wine tasting')",investment banker,power negotiation,upper class,heterosexual,Muslim,1,5.9,dark brown,hazel,olive,athletic,TURKISH,F,"('TURKISH', 'F')"
677,Kruthika,29,"('intelligent', 'independent', 'adventurous')","('cynical', 'aloof', 'commitment-phobic')","('traveling', 'reading', 'trying new restaurants')",journalist,investigative instinct,middle class,bisexual,Hindu,1,5.5,black,dark brown,brown,slim,INDIAN,F,"('INDIAN', 'F')"
678,Meilin,22,"('enthusiastic', 'sociable', 'open-minded')","('naive', 'indiscreet', 'easily distracted')","('vlogging', 'attending music festivals', 'trying new hobbies')",marketing intern,viral content creation,middle class,pansexual,atheist,1,5.3,black,dark brown,light,petite,CHINESE,F,"('CHINESE', 'F')"
679,Hikmet,45,"('disciplined', 'protective', 'loyal')","('rigid', 'short-tempered', 'pessimistic')","('weightlifting', 'woodworking', 'watching documentaries')",police officer,crisis management,working class,heterosexual,Muslim,1,6.1,black,brown,tan,muscular,TURKISH,M,"('TURKISH', 'M')"
680,Pieranna,51,"('elegant', 'cultured', 'diplomatic')","('pretentious', 'judgmental', 'perfectionist')","('attending art exhibitions', 'learning languages', 'practicing yoga')",art gallery owner,art appraisal,upper class,heterosexual,Catholic,1,5.7,blonde,blue,light,slender,ITALIAN,F,"('ITALIAN', 'F')"
681,Hennariikka,39,"('practical', 'reliable', 'honest')","('blunt', 'risk-averse', 'emotionally distant')","('hiking', 'baking', 'playing board games')",accountant,financial planning,middle class,homosexual,Lutheran,1,5.6,blonde,blue,light,average,NORDIC,F,"('NORDIC', 'F')"
682,Chatchawan,24,"('energetic', 'optimistic', 'friendly')","('impulsive', 'disorganized', 'easily bored')","('skateboarding', 'playing video games', 'attending comedy shows')",barista,latte art,working class,heterosexual,Buddhist,1,5.8,black,dark brown,tan,slim,THAI,M,"('THAI', 'M')"
683,Mohamadou,35,"('curious', 'empathetic', 'creative')","('stubborn', 'impatient', 'disorganized')","('painting', 'hiking', 'cooking')",teacher,moonwalk,middle class,heterosexual,agnostic,1,5.8,black,brown,dark brown,athletic,AFRICAN,M,"('AFRICAN', 'M')"
684,Merja,28,"('outgoing', 'analytical', 'adventurous')","('sarcastic', 'forgetful', 'indecisive')","('playing guitar', 'photography', 'skateboarding')",software engineer,juggling,upper middle class,bisexual,buddhist,1,5.5,auburn,green,olive,slim,NORDIC,F,"('NORDIC', 'F')"
685,Jurita,42,"('calm', 'observant', 'witty')","('aloof', 'cynical', 'overthinks')","('gardening', 'chess', 'writing poetry')",librarian,speed reading,working class,asexual,spiritual but not religious,1,5.2,gray,hazel,tan,curvy,BALTIC,F,"('BALTIC', 'F')"
686,Kornelia,19,"('diligent', 'friendly', 'frugal')","('naive', 'shy', 'worries a lot')","('baking', 'knitting', 'studying languages')",university student,touch typing,middle class,heterosexual,protestant,1,5.6,blonde,blue,fair,slender,GERMAN,F,"('GERMAN', 'F')"
687,Keiko,52,"('polite', 'disciplined', 'wise')","('workaholic', 'critical', 'reluctant to change')","('origami', 'calligraphy', 'tea ceremonies')",accountant,mental math,upper middle class,heterosexual,shinto,1,5.1,salt and pepper,dark brown,light,petite,JAPANESE,F,"('JAPANESE', 'F')"
688,Jolan,25,"('charming', 'confident', 'spontaneous')","('impulsive', 'blunt', 'easily bored')","('surfing', 'dancing', 'vlogging')",bartender,making cocktails,working class,pansexual,atheist,1,5.1,brown,amber,tanned,muscular,HUNGARIAN,F,"('HUNGARIAN', 'F')"
689,Gianangelo,62,"('artistic', 'passionate', 'perfectionist')","('moody', 'short-tempered', 'vain')","('sculpting', 'opera', 'fashion')",fashion designer,sketching,upper class,homosexual,catholic,1,5.7,white,gray,pale,thin,ITALIAN,M,"('ITALIAN', 'M')"
690,Bhuvaneshwari,38,"('determined', 'compassionate', 'introspective')","('unassertive', 'sensitive', 'self-critical')","('yoga', 'volunteering', 'reading philosophy')",social worker,active listening,middle class,heterosexual,hindu,1,5.3,dark brown,brown,brown,average,INDIAN,F,"('INDIAN', 'F')"
691,Rodolphe,45,"('charismatic', 'ambitious', 'resourceful')","('manipulative', 'impatient', 'arrogant')","('golf', 'networking', 'collecting art')",sales executive,closing deals,upper middle class,heterosexual,jewish,1,6.0,light brown,blue,light,stocky,FRENCH,M,"('FRENCH', 'M')"
692,Pierino,58,"('gregarious', 'generous', 'traditional')","('nosy', 'talkative', 'inflexible')","('bocce', 'winemaking', 'hosting dinners')",restaurateur,rolling pasta,middle class,heterosexual,catholic,1,5.5,bald,green,olive,stout,ITALIAN,M,"('ITALIAN', 'M')"
693,Tinneke,35,"('curious', 'empathetic', 'determined')","('indecisive', 'impatient', 'stubborn')","('reading', 'hiking', 'cooking')",teacher,problem solving,middle class,heterosexual,agnostic,1,5.6,brown,green,fair,slim,DUTCH,F,"('DUTCH', 'F')"
694,Yimei,28,"('creative', 'ambitious', 'adaptable')","('critical', 'impulsive', 'jealous')","('photography', 'dancing', 'traveling')",graphic designer,innovation,upper middle class,bisexual,buddhist,1,5.4,black,brown,tan,athletic,CHINESE,F,"('CHINESE', 'F')"
695,Aleksandras,42,"('analytical', 'loyal', 'practical')","('cynical', 'inflexible', 'distant')","('chess', 'carpentry', 'gardening')",accountant,strategic thinking,middle class,homosexual,catholic,1,5.11,blonde,blue,pale,muscular,BALTIC,M,"('BALTIC', 'M')"
696,Rauno,24,"('optimistic', 'charismatic', 'spontaneous')","('reckless', 'disorganized', 'self-centered')","('surfing', 'playing guitar', 'partying')",bartender,networking,working class,pansexual,spiritual,1,6.1,red,hazel,freckled,lean,NORDIC,M,"('NORDIC', 'M')"
697,Erminia,52,"('nurturing', 'wise', 'calm')","('overprotective', 'sensitive', 'indulgent')","('knitting', 'volunteering', 'baking')",nurse,healing,middle class,heterosexual,christian,1,5.2,gray,amber,olive,curvy,ITALIAN,F,"('ITALIAN', 'F')"
698,Vyta,37,"('independent', 'resourceful', 'courageous')","('aloof', 'sarcastic', 'blunt')","('rock climbing', 'motorcycles', 'survivalism')",entrepreneur,persuasion,wealthy,asexual,atheist,1,5.9,bald,gray,light,sturdy,BALTIC,F,"('BALTIC', 'F')"
699,Abdulmajed,45,"('honorable', 'disciplined', 'sincere')","('strict', 'stubborn', 'pessimistic')","('calligraphy', 'football', 'astronomy')",engineer,mentoring,middle class,heterosexual,muslim,1,5.1,black,brown,brown,average,ARAB,M,"('ARAB', 'M')"
700,Lutfu,29,"('humorous', 'energetic', 'clever')","('sarcastic', 'impatient', 'blunt')","('stand-up comedy', 'parkour', 'video games')",software developer,coding,middle class,homosexual,agnostic,1,5.8,brown,dark brown,tan,slim,TURKISH,M,"('TURKISH', 'M')"
701,Hirohiko,61,"('dignified', 'patient', 'observant')","('withdrawn', 'stubborn', 'critical')","('bonsai', 'tea ceremonies', 'martial arts')",retired executive,wisdom,wealthy,heterosexual,shinto,1,5.5,gray,dark brown,light,slim,JAPANESE,M,"('JAPANESE', 'M')"
702,Torleiv,19,"('adventurous', 'idealistic', 'free-spirited')","('naive', 'restless', 'oblivious')","('backpacking', 'photography', 'environmentalism')",student,exploration,middle class,questioning,agnostic,1,5.11,blonde,blue,fair,lanky,NORDIC,M,"('NORDIC', 'M')"
703,Radomir,35,"('introspective', 'empathetic', 'curious')","('indecisive', 'withdrawn', 'stubborn')","('photography', 'hiking', 'cooking')",software engineer,coding marathon,middle class,heterosexual,agnostic,1,5.8,brown,green,olive,slim,SLAV,M,"('SLAV', 'M')"
704,Karoly,28,"('adventurous', 'charismatic', 'optimistic')","('impatient', 'impulsive', 'unreliable')","('rock climbing', 'guitar', 'traveling')",freelance writer,impromptu storytelling,working class,bisexual,spiritual but not religious,1,5.11,black,brown,tan,athletic,HUNGARIAN,M,"('HUNGARIAN', 'M')"
705,Yoonkyung,42,"('disciplined', 'analytical', 'compassionate')","('perfectionist', 'workaholic', 'reserved')","('martial arts', 'reading', 'volunteering')",data scientist,data visualization,upper middle class,asexual,buddhist,1,5.5,black,brown,light,petite,KOREAN,F,"('KOREAN', 'F')"
706,Meletios,55,"('wise', 'patient', 'philosophical')","('stubborn', 'pessimistic', 'aloof')","('chess', 'gardening', 'debate')",university professor,socratic questioning,upper class,homosexual,greek orthodox,1,5.9,grey,blue,fair,average,GREEK,M,"('GREEK', 'M')"
707,Willemijn,31,"('creative', 'independent', 'passionate')","('moody', 'sarcastic', 'disorganized')","('painting', 'dancing', 'writing poetry')",graphic designer,creative brainstorming,middle class,pansexual,atheist,1,5.7,blonde,blue,fair,curvy,DUTCH,F,"('DUTCH', 'F')"
708,Dimitris,25,"('ambitious', 'confident', 'charming')","('arrogant', 'impatient', 'competitive')","('basketball', 'networking', 'investing')",entrepreneur,elevator pitch,upper middle class,heterosexual,orthodox christian,1,6.1,brown,hazel,olive,muscular,GREEK,M,"('GREEK', 'M')"
709,Chrysi,38,"('nurturing', 'empathetic', 'resilient')","('overprotective', 'sensitive', 'indecisive')","('cooking', 'yoga', 'interior design')",nurse practitioner,therapeutic listening,middle class,heterosexual,greek orthodox,1,5.4,brown,brown,medium,average,GREEK,F,"('GREEK', 'F')"
